Date,Opportunity Name,Account Name,City,State,LEED Certification Target,Building Type - Concatenated,Building Type - Primary,Building Type - Secondary,Brief Description,LEED Certification Level,Industry / Sector - Concatenated,Industry / Sector - Primary,Industry / Sector - Secondary,Service Category (New),Region Where Located - Primary,Region Where Located - Secondary
201-08-11 09:33:00,Lulea Data Center,Facebook,Lulea,International,LEED Gold,Data Centers,Data Centers,,"For Facebook's first international data center, Brightworks completed a comparative assessment of BREEAM and LEED before being retained to manage the LEED certification effort for this innovative facility -- powered by 100% renewable energy.",Not yet certified,Technology,Technology,,LEED Services,International - All Regions,
201-08-11 09:33:00,Iowa Data Center Incentives Research and Coordination,Facebook,Altoona,IA,N/A,Data Centers,Data Centers,,"For Facebook's Altoona (Iowa) data center, Brightworks is helping Facebook apply for incentives from MidAmerican Energy for energy innovation and reduced environmental impacts.",N/A,Technology,Technology,,"Other Green Building; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Joseph Gale Elementary School,Forest Grove School District,Forest Grove,OR,LEED Silver,K-12 Education,K-12 Education,,"Forest Grove's first attempt at LEED for Schools, Joseph Gale Elementary successfully achieved Gold certification through energy savings, solar power, a healthy indoor environment meeting GREENGUARD standards, and learning gardens to celebrate rainwater.",LEED Gold,K-12 Education,K-12 Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Seattle Data Center in the Westin Building,Equinix,Seattle,WA,LEED Silver,Data Centers|Interiors,Data Centers,Interiors,"For Equinix's 50,000-square-foot data center in Seattle's Westin Building (where the Seattle Internet Exchange is located), Brightworks partnered closely with Equinix and building owner Clise Properties to achieve LEED Gold certification.",LEED Gold,Technology,Technology,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,LEED EB:O&M and CALGreen Strategic Plan,California State University Channel Islands (CSUCI),Camarillo,CA,LEED Certified,Higher Education,Higher Education,,"For CSUCI, the youngest CSU campus, Brightworks completed a comparative study of LEED NC, LEED EB:O&M, and CALGreen to help the institution design a unique and customized campus sustainable O&M program.",,Higher Education,Higher Education,,"LEED Services; Advanced Green Buildings; Other Green Building; Energy, Waste, & Water; Planning & Infrastructure; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Southern California,
201-08-11 09:33:00,Service Center Building LEED Contractor Services,Beaverton Toyota,Beaverton,OR,LEED Gold,Retail & Restaurants,Retail & Restaurants,,"For Beaverton Toyota's new Service Center, Brightworks implemented the general contractor's LEED program, helping the contractor meet its obligations to the client.",LEED Gold,Automotive|Construction,Automotive,Construction,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Sales Center Building LEED Contractor Services,Beaverton Toyota,Beaverton,OR,LEED Silver,Retail & Restaurants,Retail & Restaurants,,"For Beaverton Toyota's new Sales Center, Brightworks implemented the general contractor's LEED program, helping to build capacity among the contractor's project team while also exceeding the client's expectations.",Not yet certified,Automotive|Construction|Retail,Automotive,Retail,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Liberty Centre,Ashforth Pacific,Portland,OR,N/A,Offices,Offices,,"For Ashforth Pacific, Brightworks studied opportunities for energy efficiency, water efficiency, green cleaning, low-impact exterior management, and other operations and maintenance practices in a 400,000-square-foot Class A office tower.",N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,HUD Technical Assistance,Salem Housing Authority,Salem,OR,N/A,Multifamily Residential|Multifamily Residential,Multifamily Residential,Multifamily Residential,"Following this analysis of the Robert Lindsay Tower for low-incomes seniors, Brightworks advised this client to pursue Enterprise Green Communities (EGC) certification for the property in order to qualify for HUD's Rental Assistance Demonstration program.",N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,Other Green Building,US - Pacific Northwest,
201-08-11 09:33:00,Greenhouse Gas Emissions Assessment,U.S. Department of Energy Hanford Nuclear Site,Richland,WA,N/A,Government|Transportation & Parking,Government,Transportation & Parking,"Following President Obama's Executive Order 13514, Brightworks audited the Hanford Nuclear Site's Scope 3 greenhouse gas emissions from employee commuting and developed a plan to reduce those emissions while reducing costs to Hanford and its employees.",N/A,Government|Transportation,Government,Transportation,"Energy, Waste, & Water; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Pacific Northwest,
201-08-11 09:33:00,New Enterprise Data Center,Yahoo!,La Vista,NE,LEED Certified,Data Centers,Data Centers,,"Following certification for its offices in Sunnyvale and Bangalore, Yahoo! achieved LEED certification for this data center as part of its plan to reduce carbon intensity per unit of computing power by 40%.",LEED Silver,Technology,Technology,,LEED Services,US - Midwest,
201-08-11 09:33:00,Capella Apartments,BRE Properties,Sunnyvale,CA,LEED Silver,Multifamily Residential,Multifamily Residential,,"Focusing on amenity-rich housing in leading West Coast markets, BRE Properties is currently bringing this 280-unit housing development to market. It include 34,000 square feet of ground floor retail and two stories of below-grade parking.",Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,Goyang City Plan,Korean Airlines,Goyang,International,N/A,Planning|Infrastructure|Mixed-Use,Planning,Mixed-Use,"Employing the principles of Biomimicry, Brightworks developed visionary master plan concepts that will reduce carbon emissions 72 percent and eliminate methane off-gassing in this new 7,000-acre, 250,000-citizen Korean city.",N/A,Real Estate Development,Real Estate Development,,Advanced Green Buildings; Planning & Infrastructure,International - All Regions,
201-08-11 09:33:00,Gilbert Hall Student Housing,Pacific University,Forest Grove,OR,LEED Gold,Higher Education|Multifamily Residential,Higher Education,Multifamily Residential,"During a recent campus capital program, Brightworks partnered with Pacific University to achieve LEED certification on six new buildings. This building's storm water management plan integrates native landscaping, bioswales, rain gardens, and cisterns.",LEED Gold,Higher Education,Higher Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,McCarthy Ranch Campus Flex Space Offices (Building 3),Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Developed simultaneously with a similar building, this flex space office provides a mix of touchdown spaces, privacy rooms, focus booths, open project spaces, team rooms, individual workstations, lounges, and dens, all supporting virtual collaboration.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,McCarthy Ranch Campus Flex Space Offices (Building 2),Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Developed simultaneously with a similar building, this flex space office provides a mix of touchdown spaces, privacy rooms, focus booths, open project spaces, team rooms, individual workstations, lounges, and dens, all supporting virtual collaboration.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Morrison Apartments,Home Forward (formerly Housing Authority of Portland),Portland,OR,LEED Gold,Multifamily Residential,Multifamily Residential,,"Developed concurrently with an adjacent workforce housing tower, this affordable housing development achieved LEED Gold certification and offers residents a healthy indoor environment, along with substantially reduced energy and water consumption.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,New Student Housing,"California State University, Northridge",Northridge,CA,LEED Gold,Higher Education|Multifamily Residential,Higher Education,Multifamily Residential,"Designed to encourage active living, these three new student housing facilities for Cal State Northridge undergraduates not only provide 396 new beds. They also improve quality of life, comfort, and academic well-being.",Not yet certified,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,Fresno Veterans Home,California Department of Veterans Affairs,Fresno,CA,LEED Gold,Government|Healthcare,Government,Healthcare,"Designed in the style of a traditional neighborhood, this new residential complex will house 300 veterans and offer on-site medical support. In addition to water and energy savings, the facility aims to provide a high quality of life for its residents.",Not yet certified,Government|Healthcare & Social Services,Government,Healthcare & Social Services,LEED Services,US - Northern California,
201-08-11 09:33:00,Computational Sciences Facility,Pacific Northwest National Laboratory (PNNL),Richland,WA,LEED Silver,Government|Laboratories,Government,Laboratories,Data overload is common in the scientific and national security communities -- and a risk to the detection of threats. Data-intensive and high-performance computing hardware and storage solutions fill this advanced building.,LEED Gold,Government|Technology,Government,Technology,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Commercial Dairy Sustainability Study,Northwest Energy Efficiency Alliance (NEEA),Portland,OR,N/A,Industrial,Industrial,,Darigold retained Brightworks (with MarketShift and Encapsys) to plan and implement improvements to its energy data collection process in order to improve its CR reporting and stakeholder participation.,N/A,Food Processing & Grocery|Manufacturing,Food Processing & Grocery,Manufacturing,"Energy, Waste, & Water; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Pacific Northwest,
